timestamp,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603
10,0.952455873974351,0.432376731099076,1,1,0,0.603406636664435,0.189882647429881,0.529468277424388,0.991346247374332,1,0,0,1,0,0,0,0.14383249681269,0.0414403584234861,0.824507047523799,0,0.5,0,0.5,0,0,0,0.470901172619273,0.977344321233599,0.905779482096752,0,1,0,0,1,0.876223815616878,0.477396174018334,0.534837244995842,0.0143949044894071,0.977458543608856,0.9453326423576,0.96760105763136,0.972519470212129,1,0,0.960282969560454,0.29694333381584,0.964068644092582,3.66959122769139E-05,0,0,0
11,0.898144761632761,0.434072933282373,1,1,0,0.601133417736785,0.186269486201958,0.527545532285166,0.989852641022405,1,0,0,1,0,0,0,0.00182066466660031,0.050700635160469,0.828072338816347,1,0.5,1,0.5,0,0,0,0.472152886020235,0.97668437210718,0.903534550121837,0,1,0,0,1,0.876223815616878,0.477396174018334,0.539959710941995,0.0143949044894071,0.977020862003888,0.949426027967337,0.969783399704011,0.972519470212129,1,0,0.960282969560454,0.29694333381584,0.963663134883961,0.536108917372179,0,1,0
12,0.952047508790234,0.435590599837635,1,1,0,0.601133417736785,0.189280662696867,0.525430193831013,0.989491900521637,1,0,0,1,0,0,0,0.00182066466660031,0,0.83427175587407,1,0.5,1,0.5,0,0,0,0.472152886020235,0.976317638349023,0.901003485336881,0,1,0,0,1,0.877771339819577,0.477396174018334,0.53688687088316,0.0143949044894071,0.97680230577982,0.946509054570071,0.96760105763136,0.972519470212129,1,0,0.959468898881313,0.29694333381584,0.963014117648691,0.995633202778027,0,1,0
13,0.933671621934711,0.43597001647645,1,1,0,0.601133417736785,0.18707255012259,0.523218840014402,0.988873918883831,1,0,0,1,0,0,0,0.00182066466660031,0,0.841561255712772,1,0.5,1,0.5,0,0,0,0.472777827279418,0.978590415032766,0.897768164081684,0,1,0,0,1,0.876223815616878,0.477733102572371,0.53688687088316,0.0143949044894071,0.976656317052025,0.941239991316836,0.96760105763136,0.972519470212129,1,0,0.959186789373628,0.288209690315219,0.962892616762213,0.995945321399139,0,1,0
14,0.893069521895805,0.435077281477793,1,1,0,0.601133417736785,0.189882647429881,0.521007486197792,0.990058433932035,1,0,0,1,0,0,0,0.00182066466660031,0.0443189152500409,0.847238451285313,0,0.5,1,0.5,0,0,0,0.47199604041124,0.976097655306883,0.894620932123276,0,1,0,0,1,0.876223815616878,0.475371970439784,0.53688687088316,0.0143949044894071,0.97651032832423,0.941287003731197,0.967685039252216,0.972721672099199,1,0,0.958309767023333,0.288209690315219,0.961635588840859,0.753587216537591,0,0,0
15,0.95537271610569,0.43581382623116,1,1,0,0.601133417736785,0.189882647429881,0.51951718524964,0.989852641022405,1,0,0,1,0,0,0,0.1239569322205,0.158863757189116,0.8519845380259,0.5,0.5,1,0,0,0,0,0.469336988588719,0.97595119065464,0.89191380322076,0,1,0,0,1,0.877772144564352,0.475371970439784,0.53688687088316,0.0143949044894071,0.975342987658702,0.924585843529673,0.967769020873073,0.972721672099199,1,0,0.958215730520771,0.288209690315219,0.961230079632238,0.0315217873114904,0,0,0
16,0.910978757724696,0.433269522956213,1,1,0,0.601133417736785,0.189882647429881,0.517354026644263,0.988822470656423,1,0,0,1,0,0,0,0.136322271354974,0.155659338283362,0.856617120541827,0.5,0.5,1,1,0,0,0,0.469961929847903,0.976170887633005,0.887952188861621,0,1,0,0,1,0.877772144564352,0.474021623969308,0.53688687088316,0.0143949044894071,0.977020862003888,0.921339783231884,0.97011919506859,0.972721672099199,1,0,0.959092752871066,0.288209690315219,0.962771115875735,7.33918016460392E-05,0,0,0
17,0.926612842119681,0.432979374131416,1,1,0,0.601133417736785,0.187273629310205,0.516104326692271,0.98959499794609,1,0,0,1,0,0,0,0.136549838146289,0.151857469176784,0.86195363335414,0.5,0.5,1,1,0,0,0,0.469961929847903,0.975364473854343,0.88322026536915,0,1,0,0,1,0.877772144564352,0.476045827547858,0.53688687088316,0.0151592355839614,0.976619606436264,0.921951311903056,0.967769020873073,0.972721672099199,1,0,0.957558061509092,0.292576512065529,0.961148825914406,7.33918016460392E-05,0,0,0
18,0.942772045527072,0.435188894674555,1,1,0,0.601133417736785,0.185868580656557,0.514373799807969,0.98995553747722,1,0,0,1,0,0,0,0.138067092273203,0.156093843666244,0.866291002834204,0.5,0.5,1,1,0,0,0,0.47168295948745,0.977124052127685,0.880028960143342,0,1,0,0,1,0.876223815616878,0.478745204361646,0.53688687088316,0.0145222874835799,0.97614549879395,0.934088962351238,0.968272648360519,0.974641328236121,1,0,0.959155313538051,0.288209690315219,0.962041098049479,7.33918016460392E-05,0,0,0
19,0.89225279152757,0.435121915384802,1,1,0,0.601133417736785,0.18667164457719,0.512258461353817,0.989904089249812,1,0,0,1,0,0,0,0.13958429900518,0.158945261394267,0.869651907148782,0.5,0.5,1,1,0,0,0,0.472465356649826,0.977710482864208,0.875649164885992,0,1,0,0,1,0.876223815616878,0.478745204361646,0.53688687088316,0.0145222874835799,0.977020862003888,0.941428040974278,0.969615567581144,0.972115697333112,1,0,0.95928082587619,0.301310155566151,0.96309562449337,7.33918016460392E-05,0,0,0
20,0.95624773231644,0.433827475223064,1,1,0,0.601133417736785,0.187875614043222,0.510623949831973,0.990213180553535,1,0,0,1,0,0,0,0.166135677486931,0.164512263574213,0.874738676649596,0.5,0.5,0,1,0,1,0,0.469649459218311,0.978443950380522,0.871643591735472,0,1,0,0,1,0.877255498418679,0.478745204361646,0.53688687088316,0.0142675214952342,0.977020862003888,0.940110958803213,0.97011919506859,0.972115697333112,1,0,0.959719141549253,0.301310155566151,0.96309562449337,7.33918016460392E-05,0,0,0
21,0.926496270434652,0.433135564376707,1,1,0,0.601133417736785,0.187875614043222,0.509374249879981,0.98959499794609,1,0,0,1,0,0,0,0.445531818591138,0.951146019076011,0.878735420064848,0.5,0.5,0.5,1,0,1,0,0.470900562325074,0.976134271469944,0.868826336902467,0,1,0,0,1,0.879318864022276,0.478745204361646,0.53688687088316,0.0142675214952342,0.975489260964914,0.937570452005317,0.970287027191456,0.971913495446041,1,0,0.958591681028934,0.301310155566151,0.961919344036154,7.33918016460392E-05,0,0,0
22,0.895636284685541,0.436483334836292,1,1,0,0.601133417736785,0.187875614043222,0.507979964294287,0.989620722059794,1,0,0,1,0,0,0,0.459338532557952,0.94853894438382,0.880211485244167,0.5,0.5,0.5,1,0,1,0,0.469336988588719,0.97778371519033,0.864116450043695,0,1,0,0,1,0.879318864022276,0.478745204361646,0.53688687088316,0.0142675214952342,0.975379698274463,0.932206996638875,0.970287027191456,0.972519470212129,1,0,0.957902536181678,0.301310155566151,0.961351580518716,7.33918016460392E-05,0,0,0
23,0.954730843264998,0.435992361859195,1,1,0,0.601133417736785,0.187875614043222,0.505191768182909,0.991681062791758,1,0,0,1,0,1,0,0.458276506803543,0.940364782721871,0.881165215547471,0.5,0.5,0.5,1,0,1,0,0.469180142979725,0.976610853717284,0.859362489917524,0,1,0,0,1,0.876739657017779,0.478745204361646,0.533812432052183,0.0146496704777527,0.975562113039603,0.921245391118676,0.970287027191456,0.972519470212129,1,0,0.958028048519817,0.301310155566151,0.960824570423618,3.66959008230196E-05,0,0,0
24,0.902578310672284,0.43757695084573,1,1,0,0.601133417736785,0.227016523572619,0.488751200192031,0.991706786905461,1,0,0,1,0,1,0,0.619025986644107,0.972816598792423,0.88218715043732,0.5,1,0.5,0,0,1,0,0.466207399939215,0.975804439938622,0.856149205296027,0,1,0,0,1,0.877255498418679,0.475371970439784,0.53688687088316,0.0142675214952342,0.975197283509323,0.922750890231669,0.968440480483385,0.972721672099199,1,0,0.957871255848186,0.279476046814597,0.961392080814209,0,0,0,0
25,0.953505929855903,0.435501388882097,1,1,0,0.601133417736785,0.51826500608249,0.457792621819491,0.991088604298017,1,0,0,1,0,1,0,0.81406468461039,0.956224080814864,0.882255241633032,0.5,1,0.5,0.5,0,1,0,0.466207399939215,0.973604895581001,0.852781835952659,0,1,0,0,1,0.877255498418679,0.472672593625996,0.53688687088316,0.0142675214952342,0.974978442706839,0.924962310129043,0.969447735458277,0.972721672099199,1,0,0.9575267811756,0.29694333381584,0.960337554370318,0,0,0,0
26,0.937346908591771,0.435456698116608,1,1,0,0.601133417736785,0.738057086444004,0.461734314990398,0.990419375402442,1,0,0,1,0,1,0,0.9263390254653,0.940745065021066,0.882277976495214,0.5,1,0.5,0.5,0,1,0,0.466207399939215,0.975437992244239,0.851351229140466,0,1,0,0,1,0.877255498418679,0.472672593625996,0.53688687088316,0.0142675214952342,0.97669274308937,0.937288010234667,0.969615567581144,0.972721672099199,1,0,0.95846636419288,0.29694333381584,0.961148572787559,7.33918016460392E-05,0,0,0
27,0.895636284685541,0.434028299375364,1,1,0,0.601133417736785,0.841829607626227,0.479521160885742,0.98938920503646,1,0,0,1,0,1,0,0.932028550710213,0.940446392914285,0.883140880740624,0.5,1,0.5,0.5,0,1,0,0.466519870568806,0.977270516779929,0.851945474156237,0,1,0,0,1,0.877255498418679,0.471154440942084,0.534837244995842,0.0142675214952342,0.977458828187273,0.930419423039719,0.9699512973863,0.972721672099199,1,0,0.959061472537574,0.29694333381584,0.962689609031056,7.33918016460392E-05,0,0,0
28,0.955139390592374,0.434563963117951,1,1,0,0.601133417736785,0.888999903532104,0.499951804788766,0.990934259615794,1,0,0,1,0,1,0,0.931573559312394,0.939197227034044,0.883299854689646,0.5,1,0.5,0.5,0,1,0,0.466519870568806,0.975218009202099,0.852363655054448,0,1,0,0,1,0.877255498418679,0.471997420390758,0.534837244995842,0.0142675214952342,0.975124431434634,0.926467809242037,0.969363753837421,0.979187716219588,1,0,0.957808695181201,0.29694333381584,0.960581062396968,7.3391830280775E-05,0,0,0
29,0.912845543974482,0.436237876776984,1,1,0,0.598863745172514,0.908470758325368,0.520142410285646,0.990161732326127,1,0,0,1,0,1,0,0.927780542482452,0.940337861957101,0.883299854689646,0.5,1,0.5,0.5,0,1,0,0.466519870568806,0.976867452922485,0.852385691688148,0,1,0,0,1,0.877255498418679,0.470648390047447,0.534837244995842,0.0142675214952342,0.975707817188981,0.925761888457657,0.967601123190783,0.97211538188555,1,0,0.958153169853787,0.294759922940685,0.961230079632238,3.66959122769139E-05,0,0,0
30,0.92072087201449,0.43697436467187,1,1,0,0.598863745172514,0.914090952939954,0.536775196531445,0.98959499794609,1,0,0,1,0,1,0,0.932787106681264,0.941722691533822,0.882754841646866,0.5,1,0.5,0.5,0,1,0,0.467459113340177,0.977857233580225,0.852077522244408,0,1,0,0,1,0.877255498418679,0.470648390047447,0.534837244995842,0.0142675214952342,0.976875157854509,0.940016933974492,0.968440480483385,0.972519470212129,1,0,0.959092752871066,0.29694333381584,0.962446607258099,3.66959122769139E-05,0,0,0
31,0.947555673908197,0.438826813958939,1,1,0,0.598863745172514,0.914090952939954,0.548312605016803,0.990367726205396,1,0,0,1,0,1,0,0.930587270667747,0.940364782721871,0.883526919834381,0.5,1,0.5,0.5,0,1,0,0.466833561786795,0.977747385091043,0.854630623663063,0,1,0,0,1,0.877255498418679,0.46929804357697,0.534837244995842,0.0142675214952342,0.975051579359945,0.941710482744927,0.969783399704011,0.972519470212129,1,0,0.95834124285891,0.31004366276545,0.962081598344972,3.66959122769139E-05,0,0,0
32,0.893244561566607,0.43898300420423,1,1,0,0.598863745172514,0.91850592525868,0.574608249819971,0.989929813363516,1,0,0,1,0,1,0,0.931573559312394,0.942374301225976,0.885684237143322,0.5,1,0.5,0.5,0,1,0,0.465894929309623,0.978150448948487,0.855070783956964,0,1,0,0,1,0.873645413357155,0.46929804357697,0.534837244995842,0.0142675214952342,0.977750521064447,0.933947925108157,0.968524396544819,0.972519470212129,1,0,0.959594020215283,0.310043799066772,0.963419626857311,3.66959122769139E-05,0,0,0
33,0.955839367132322,0.436639581940064,1,1,0,0.598863745172514,0.916901050247247,0.592106487037926,0.99067661653948,1,0,0,1,0,1,0,0.930435606868474,0.940364782721871,0.886138367432792,0.5,1,0.5,0.5,0,1,0,0.463079031878107,0.977564018211964,0.855092763352655,0,1,0,0,1,0.873645413357155,0.466936911444384,0.534837244995842,0.0142675214952342,0.976875157854509,0.945615451412736,0.968776210288542,0.972519470212129,1,0,0.958716997864988,0.29694333381584,0.962324853244775,3.66959122769139E-05,0,0,0
34,0.93028812877674,0.437532373797202,1,1,0,0.603406636664435,0.916901050247247,0.608307016622659,0.990367525235757,1,0,0,1,0,1,0,0.932939007455224,0.9401748535468,0.886796998091065,0.5,1,0.5,0.5,0,1,0,0.463079031878107,0.976170887633005,0.855885109119686,0,1,0,0,1,0.873645413357155,0.466936911444384,0.548155016946984,0.0142675214952342,0.976875157854509,0.937570452005317,0.968944107970831,0.972519470212129,1,0,0.95834124285891,0.29694333381584,0.961797590022829,3.66959122769139E-05,0,0,0
35,0.892894482225004,0.438536665134141,1,1,0,0.597725362526997,0.91409032652504,0.62354570481277,0.990161732326127,1,0,0,1,0,1,0,0.932635679856678,0.939984500422677,0.887364689300611,0.5,1,0.5,0.5,0,1,0,0.463079031878107,0.975914288427805,0.858900350227933,0,1,0,0,1,0.873645413357155,0.468961115022933,0.597849651467672,0.0142675214952342,0.976875157854509,0.932207363923362,0.967936852995939,0.972519470212129,1,0,0.95834124285891,0.283842868564908,0.961797590022829,3.66959122769139E-05,0,0,0
36,0.957356074040506,0.438224170926599,1,1,0,0.599998581454647,0.913688794564724,0.63787149693951,0.990470823629849,1,0,0,1,0,1,0,0.9296009820231,0.939984712397203,0.88747819352527,0.5,1,0.5,0.5,0,1,0,0.464330134984871,0.974337790969768,0.860264904377036,0,1,0,0,1,0.873645413357155,0.470648390047447,0.683403146383577,0.0142675214952342,0.97578066926367,0.947732111912415,0.970287027191456,0.972519470212129,1,0,0.957871255848186,0.283842868564908,0.961392080814209,3.66959122769139E-05,0,0,0
37,0.90812038357913,0.438648278330903,1,1,0,0.599998581454647,0.917301955792648,0.651956500540086,0.990470823629849,1,0,0,1,0,1,0,0.932711274781628,0.940528003106699,0.887591811140763,0.5,1,0.5,0.5,0,1,0,0.464330134984871,0.974118093991402,0.860110876893176,0,1,0,0,1,0.873645413357155,0.472672593625996,0.768443435441579,0.0142675214952342,0.974759601904355,0.929948931611628,0.968440480483385,0.972519470212129,1,0,0.956774880159275,0.283842868564908,0.959607536544062,3.66959122769139E-05,0,0,0
38,0.93174654984241,0.439630338002059,1,1,0,0.599998581454647,0.921718180941202,0.664262969575132,0.990522271857257,1,0,0,1,0,1,0,0.931573559312394,0.941396674713219,0.887727993532187,0.5,1,0.5,0.5,0,1,0,0.466207399939215,0.975071258486082,0.862267662333291,0,1,0,0,1,0.873645413357155,0.475371970439784,0.823258937136278,0.0142675214952342,0.974942016669494,0.941663470330567,0.968440480483385,0.976965072699622,1,0,0.957902536181678,0.301310155566151,0.960743063578938,3.66959122769139E-05,0,0,0
39,0.942713759684557,0.440322135131456,1,1,0,0.599998581454647,0.922922150407233,0.678396355916946,0.990882811388386,1,0,0,1,0,1,0,0.931269994739162,0.940554923871469,0.888795341450983,0.5,1,0.5,0.5,0,1,0,0.466207399939215,0.977564018211964,0.86178348601,0,1,0,0,1,0.873645413357155,0.475708898993821,0.845286819722451,0.0142675214952342,0.976875157854509,0.944768493385275,0.968440480483385,0.972519470212129,1,0,0.959155313538051,0.301310155566151,0.96260860844007,3.66959122769139E-05,0,0,0
40,0.891494347001849,0.439116905925256,1,1,0,0.599998581454647,0.92011205309994,0.686664741358617,0.991964429981776,1,0,0,1,0,1,0,0.931573559312394,0.940636534063882,0.889680980558575,0.5,1,0.5,0.5,0,1,0,0.467772194263967,0.977307419006764,0.862223703541911,0,1,0,0,1,0.873645413357155,0.475033725758583,0.83811472788898,0.0142675214952342,0.976875157854509,0.930984306581018,0.97011919506859,0.967872296732689,1,0,0.959907214554376,0.305676977316461,0.963014117648691,3.66959122769139E-05,0,0,0
41,0.955022636764087,0.438201882402334,1,1,0,0.599998581454647,0.922922150407233,0.698826999819971,0.990573720084664,1,0,0,1,0,1,0,0.934607783196599,0.940826463238954,0.890589297832931,0.5,1,0.5,0.5,0,1,0,0.467772194263967,0.978150448948487,0.863588257691014,0,1,0,0,1,0.873645413357155,0.475033725758583,0.816598452388565,0.0142675214952342,0.976948009929199,0.930513815152927,0.969028024032265,0.971711451282752,1,0,0.960126372390908,0.305676977316461,0.964068897219429,3.66959122769139E-05,0,0,0
42,0.922704229949306,0.439273153029028,1,1,0,0.599998581454647,0.918105019713279,0.709931776584253,0.990161732326127,1,0,0,1,0,1,0,0.935366576142337,0.941722691533822,0.890634767557295,0.5,1,0.5,0.5,0,1,0,0.466207399939215,0.974924507770064,0.864204539340485,0,1,0,0,1,0.873645413357155,0.470142339152809,0.796108588603952,0.0142675214952342,0.975051579359945,0.928584837026202,0.96760105763136,0.972721672099199,1,0,0.958654437198003,0.279476046814597,0.961392080814209,3.66959122769139E-05,0,0,0
43,0.901003317921585,0.439741894340341,1,1,0,0.599998581454647,0.926134406089755,0.719882681228997,0.991861533526961,1,0,0,1,0,1,0,0.934456119397326,0.941288143756036,0.891838297867515,0.5,1,0.5,0.5,0,1,0,0.468084664893558,0.977637250538086,0.865503040826498,0,1,0,0,1,0.873645413357155,0.469973216812209,0.780737993221205,0.0142675214952342,0.978042498520037,0.939452417717681,0.968608312606252,0.972822773042735,1,0,0.960345530227439,0.292576512065529,0.963541380870636,3.66959122769139E-05,0,0,0
44,0.958172804408741,0.4407461288188,1,1,0,0.599998581454647,0.926134406089755,0.731612307969275,0.990470823629849,1,0,0,1,0,1,0,0.933166503154133,0.940256251764688,0.892542284859319,0.5,1,0.5,0.5,0,1,0,0.469649459218311,0.975144490812204,0.866537446136171,0,1,0,0,1,0.877255498418679,0.469973216812209,0.768443435441579,0.0145222874835799,0.976656317052025,0.941287003731197,0.967265393385627,0.972721672099199,1,0,0.959186789373628,0.288209690315219,0.963582134292976,3.66959122769139E-05,0,0,0
45,0.899544896855916,0.438268861692088,1,1,0,0.599998581454647,0.920915117020572,0.741178588574172,0.991758436102507,1,0,0,1,0,1,0,0.934228623698417,0.940256251764688,0.893019206706387,0.5,1,0.5,0.5,0,1,0,0.469649459218311,0.977637250538086,0.867197629339013,0,1,0,0,1,0.877255498418679,0.471997420390758,0.76229775532391,0.0145222874835799,0.976802021201404,0.933195359193904,0.96760105763136,0.972721672099199,1,0,0.96084699307374,0.288209690315219,0.964068644092582,3.66959122769139E-05,0,0,0
46,0.94259700585627,0.439206230597754,1,1,0,0.599998581454647,0.918908083633909,0.747428025984157,0.991758235132869,1,0,0,1,0,0,0,0.930435606868474,0.940256251764688,0.893972937009691,0.5,1,0.5,0.5,0,1,0,0.469649459218311,0.976464103001267,0.868188133095315,0,1,0,0,1,0.877255498418679,0.473178644520634,0.757172091833471,0.0145222874835799,0.976583180398919,0.934841528265492,0.970287027191456,0.972721672099199,1,0,0.95940594721016,0.283842854934776,0.963095371366523,3.66959122769139E-05,0,0,0
47,0.941780275488035,0.440947066688061,1,1,0,0.599998581454647,0.922119712901517,0.756850283545367,0.991758235132869,1,0,0,1,0,0,0,0.93210438260985,0.940364782721871,0.895085697957434,0.5,1,0.5,0.5,0,1,0,0.469649459218311,0.97741755355972,0.87027898034836,0,1,0,0,1,0.877255498418679,0.474359868650509,0.752049625887317,0.0145222874835799,0.976875157854509,0.926373417128829,0.969783399704011,0.973934094802718,1,0,0.959030192204081,0.279476046814597,0.96220309923145,3.66959122769139E-05,0,0,0
48,0.894119577777357,0.440991700595069,1,1,0,0.599998581454647,0.813728634553302,0.791414313790206,0.991578166336942,1,0,0,1,0,0,0,0.932331878308759,0.940364782721871,0.894472537023525,0.5,1,0.5,0.5,0,1,0,0.470900562325074,0.977050819801563,0.8705871497921,0,1,0,0,1,0.877255498418679,0.474359868650509,0.746927159941164,0.0145222874835799,0.976181924831295,0.933383408851346,0.969783399704011,0.972721672099199,1,0,0.95928082587619,0.305676977316461,0.96309562449337,3.66959122769139E-05,0,0,0
49,0.95799776473794,0.442442387860578,1,1,0,0.599998581454647,0.56924891598899,0.812710221135382,0.98959499794609,1,0,0,1,0,0,0,0.932939007455224,0.9396586955766,0.894858576117282,0.5,1,0.5,0.5,0,1,0,0.470900562325074,0.977490785885842,0.871247332994942,0,1,0,0,1,0.877255498418679,0.474359868650509,0.738218648078274,0.0149044695956157,0.975707817188981,0.932348401166443,0.97011919506859,0.972721672099199,1,0,0.95940594721016,0.266375554303401,0.96309562449337,3.66959122769139E-05,0,0,0
50,0.917454132684806,0.43958564723657,1,1,0,0.598863745172514,0.406463098523791,0.825593719995199,0.990625168312072,1,0,0,1,0,0,0,0.932939007455224,0.940745065021066,0.896198345514344,0.5,1,0.5,0.5,0,1,0,0.46902329737073,0.975804153874848,0.873734381750508,0,1,0,0,1,0.877255498418679,0.474359868650509,0.733606190445736,0.0149044695956157,0.977057572619649,0.936629836433622,0.969615567581144,0.972721672099199,1,0,0.959719141549253,0.305676977316461,0.963541633997483,3.66959122769139E-05,0,0,0
51,0.910570392540578,0.439853450678623,1,1,0,0.598863745172514,0.319349455582799,0.824247629620739,0.990573720084664,1,0,0,1,0,0,0,0.931573559312394,0.940636534063882,0.896084784594268,0.5,1,0.5,0.5,0,1,0,0.466833561786795,0.974374693196603,0.87496688781144,0,1,0,0,1,0.877255498418679,0.472672593625996,0.729510136215385,0.0149044695956157,0.975415839733391,0.933853900279436,0.967936852995939,0.974035038022472,1,0,0.958403803525895,0.305676977316461,0.962365606667114,3.66959122769139E-05,0,0,0
