timestamp,1_AIT_001_PV,1_AIT_002_PV,1_AIT_003_PV,1_AIT_004_PV,1_AIT_005_PV,1_FIT_001_PV,1_LS_001_AL,1_LS_002_AL,1_LT_001_PV,1_MV_001_STATUS,1_MV_002_STATUS,1_MV_003_STATUS,1_MV_004_STATUS,1_P_001_STATUS,1_P_002_STATUS,1_P_003_STATUS,1_P_004_STATUS,1_P_005_STATUS,1_P_006_STATUS,2_DPIT_001_PV,2_FIC_101_CO,2_FIC_101_PV,2_FIC_101_SP,2_FIC_201_CO,2_FIC_201_PV,2_FIC_201_SP,2_FIC_301_CO,2_FIC_301_PV,2_FIC_301_SP,2_FIC_401_CO,2_FIC_401_PV,2_FIC_401_SP,2_FIC_501_CO,2_FIC_501_PV,2_FIC_501_SP,2_FIC_601_CO,2_FIC_601_PV,2_FIC_601_SP,2_FIT_001_PV,2_FIT_002_PV,2_FIT_003_PV,2_FQ_101_PV,2_FQ_201_PV,2_FQ_301_PV,2_FQ_401_PV,2_FQ_501_PV,2_FQ_601_PV,2_LS_001_AL,2_LS_002_AL,2_LS_101_AH,2_LS_101_AL,2_LS_201_AH,2_LS_201_AL,2_LS_301_AH,2_LS_301_AL,2_LS_401_AH,2_LS_401_AL,2_LS_501_AH,2_LS_501_AL,2_LS_601_AH,2_LS_601_AL,2_LT_001_PV,2_LT_002_PV,2_MCV_007_CO,2_MCV_101_CO,2_MCV_201_CO,2_MCV_301_CO,2_MCV_401_CO,2_MCV_501_CO,2_MCV_601_CO,2_MV_001_STATUS,2_MV_002_STATUS,2_MV_003_STATUS,2_MV_004_STATUS,2_MV_005_STATUS,2_MV_006_STATUS,2_MV_009_STATUS,2_MV_101_STATUS,2_MV_201_STATUS,2_MV_301_STATUS,2_MV_401_STATUS,2_MV_501_STATUS,2_MV_601_STATUS,2_P_001_STATUS,2_P_002_STATUS,2_P_003_SPEED,2_P_003_STATUS,2_P_004_SPEED,2_P_004_STATUS,2_PIC_003_CO,2_PIC_003_PV,2_PIC_003_SP,2_PIT_001_PV,2_PIT_002_PV,2_PIT_003_PV,2_SV_101_STATUS,2_SV_201_STATUS,2_SV_301_STATUS,2_SV_401_STATUS,2_SV_501_STATUS,2_SV_601_STATUS,2A_AIT_001_PV,2A_AIT_002_PV,2A_AIT_003_PV,2A_AIT_004_PV,2B_AIT_001_PV,2B_AIT_002_PV,2B_AIT_003_PV,2B_AIT_004_PV,3_AIT_001_PV,3_AIT_002_PV,3_AIT_003_PV,3_AIT_004_PV,3_AIT_005_PV,3_FIT_001_PV,3_LS_001_AL,3_LT_001_PV,3_MV_001_STATUS,3_MV_002_STATUS,3_MV_003_STATUS,3_P_001_STATUS,3_P_002_STATUS,3_P_003_STATUS,3_P_004_STATUS,LEAK_DIFF_PRESSURE,PLANT_START_STOP_LOG,TOTAL_CONS_REQUIRED_FLOW
211,0.787043128910789,0.303727929607832,0.951365685059151,0.957360373312771,0.154053028350817,0.000153929444312317,0,0,0.62127535682785,0.5,0,0,1,0,0,0,0,0,0,0.912058356526404,0.133589143420478,0.0327963380986127,0.0714285714285714,0.136406704570336,0.0308284151171088,0.0681818181818182,0.164996346516844,0.0354158890008356,0.152173913043478,0.155404514722566,0.0355259403279268,0.0930232558139535,0.12618636197827,0.0212137078665235,0,0.143004656599654,0.0330137994889097,0.0909090909090909,0,0.55615985756961,0,0.0335589584521811,0.0307940066586765,0.0368607505185754,0.0359400554374847,0.0212137078665235,0.0334487112384978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373069085650428,0.898377199290474,0,0.179176,0.165748,0.176863,0.199328,0.210543,0.198472,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00204295264440619,0,0.945334192344802,0,1,0.00326347193814068,0,0.769845580817879,0.909346163246826,0.00326496180422356,0,0,0,0,0,0,0.174863326823755,3.7288759893524E-42,0.45833211111437,0.596281213640024,0.500007111060544,0.0188185029392036,0.844293145797727,0.363434569899258,0,0,0.110731848907892,0.605954183549825,0.181150704931605,0.00059380989930283,0,0.0370001150262649,0,0,0,0,0,0,0,0.17596137332738,0,0.305309734513274
212,0.786660507393461,0.309554610259697,0.951238434572726,0.957573087142399,0.154027259139871,0.000127682512333492,0,0,0.622757533725513,0.5,0,0,1,0,0,0,0,0,0,0.912130366060466,0.13353290874713,0.033124038040816,0.0714285714285714,0.135868339552069,0.032121084924135,0.0681818181818182,0.165317531849228,0.0352453263138996,0.152173913043478,0.15471104361964,0.0352098015315653,0.0930232558139535,0.128161602764415,0.0206902091641351,0,0.143296940197836,0.0323554044458985,0.0909090909090909,0,0.560402382969982,0,0.0336121189431472,0.0318507443959621,0.0361620076245983,0.0359099779518663,0.0203420690740799,0.0330237292522504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384408072043648,0.920066478098982,0,0.179301,0.167551,0.176007,0.199583,0.210289,0.198766,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00204863511127101,0,0.936435047254249,0,1,0.00319317511613662,0,0.763948164817258,0.905933334134702,0.00322211639578337,0,0,0,0,0,0,0.174863326823755,3.89808325432859E-42,0.45833211111437,0.595945583102122,0.500007111060544,0.0186873209464929,0.838479355206262,0.363390026800098,0,0,0.111709619739249,0.606391009337762,0.181026352113586,0.000522241693385493,0,0.0680188643073514,0,0,0,0,0,0,0,0.176917717140095,0,0.305309734513274
213,0.786676838799688,0.300814346483305,0.951271273407932,0.957669947904104,0.154488762281372,0.000153137242205859,0,0,0.621462001326074,0.5,0,0,1,0,0,0,0,0,0,0.911251849744906,0.133652948146008,0.0328580415999251,0.0714285714285714,0.135727729989372,0.0322085613900612,0.0681818181818182,0.165757597466974,0.0350194886821234,0.152173913043478,0.153839075516849,0.0355011645601868,0.0930232558139535,0.12980065463627,0.0206780366604044,0,0.143459783916824,0.0322949136053897,0.0909090909090909,0,0.564710816663671,0,0.0330314428110561,0.031559083415177,0.0363668144102712,0.0355142919188413,0.0208582415824786,0.0328298665017876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384736738315912,0.931073916934337,0,0.1793005,0.168898,0.175192,0.19981,0.210274,0.19896,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00205412270287831,0,0.940503804021291,0,1,0.00324283265482891,0,0.760145883448437,0.905999947911032,0.00324431309850254,0,0,0,0,0,0,0.174863326823755,2.85727124172665E-42,0.45833211111437,0.596862973239059,0.500007111060544,0.0165520614077117,0.850219009460835,0.3635756230466,0,0,0.110811112537608,0.606340382916488,0.181115675968783,0.000475474864535371,0,0.0780644913922028,0,0,0,0,0,0,0,0.179556617614587,0,0.305309734513274
214,0.786618512348876,0.309554367461104,0.951304112243139,0.957770607127053,0.154359916226638,0.000157676150931314,0,0,0.621983508012289,0.5,0,0,1,0,0,0,0,0,0,0.912090760816732,0.133809215651753,0.0325765393568909,0.0714285714285714,0.135920315849565,0.0312734858080027,0.0681818181818182,0.166036027609008,0.0351489899814636,0.152173913043478,0.153407707767174,0.0351909719480829,0.0930232558139535,0.130986218034954,0.0206990427387466,0,0.143647158580658,0.032192556735792,0.0909090909090909,0,0.561675183387686,0,0.0339423682701027,0.0316488515110769,0.0359936912935156,0.0357475595295266,0.0205360349224756,0.0332142050495021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357013738250181,0.929890375057929,0,0.1796365,0.170248,0.1747365,0.200272,0.2103365,0.1990365,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00204353966128619,0,0.94402085619176,0,1,0.00319331935509242,0,0.756822120483174,0.905782576640903,0.00322147358347058,0,0,0,0,0,0,0.174863326823755,3.60276797162665E-42,0.549998533337243,0.552604492974135,0.500007111060544,0.0167625473758645,0.850219009460835,0.36371667619394,0,0,0.113425230766941,0.60446028915156,0.181093782867019,0.000446065108881149,0,0.04516697979372,0,0,0,0,0,0,0,0.179344151287801,0,0.305309734513274
215,0.786674505741656,0.321207485966241,0.951300007388738,0.957871266350002,0.154226384860823,0.000162612364664569,0,0,0.62247107933519,0.5,0,0,1,0,0,0,0,0,0,0.911064624956344,0.1338486880667,0.0326326479811414,0.0714285714285714,0.135514900729102,0.0322529830329143,0.0681818181818182,0.166281087846378,0.0352352188954146,0.152173913043478,0.152745524931466,0.035525279640787,0.0930232558139535,0.132230431213077,0.0208686635796808,0,0.143627846985778,0.0327447744350681,0.0909090909090909,0,0.556747896498301,0,0.0338455343911737,0.0317746292424044,0.0369288002852436,0.0350130004918671,0.0213973489680796,0.0332371073045485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346151317951747,0.923931716125733,0,0.179618,0.171436,0.174091,0.200507,0.209966,0.199073,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00206411633648298,0,0.942283529627106,0,1,0.00326682877202113,0,0.7582318098342,0.90662551638198,0.00328198977120316,0,0,0,0,0,0,0.174863326823755,3.94597974525244E-42,0.549998533337243,0.552805871296876,0.500007111060544,0.0186803818486417,0.832660894903477,0.363464265298699,0,0,0.112513605992777,0.604368811173592,0.18106400824862,0.000481142392047158,0,0.0495379778382734,0,0,0,0,0,0,0,0.178465826287924,0,0.305309734513274
216,0.786322213978751,0.309553639065322,0.95120970059192,0.957935840191139,0.153354916999714,0.000132417184071882,0,0,0.6226427523496,0.5,0,0,1,0,0,0,0,0,0,0.910745982768118,0.134059568091754,0.0322760145318459,0.0714285714285714,0.135341464031144,0.0321853254537995,0.0681818181818182,0.166596016321637,0.0353427681452325,0.152173913043478,0.152040769535445,0.0353378096648882,0.0930232558139535,0.133629647379722,0.0210995683575069,0,0.143993201483506,0.0322223245967792,0.0909090909090909,0,0.560464011503993,0,0.0338618914653171,0.0321736364823549,0.0363472542116395,0.035487890570354,0.0211376904996834,0.0324992353549917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348057582330901,0.896393643031785,0,0.179968,0.172772,0.173404,0.200809,0.2098075,0.199268,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00204040372386006,0,0.933045709268741,0,1,0.00326294743284687,0,0.756020278833967,0.903543752729662,0.00326443705947843,0,0,0,0,0,0,0.174863326823755,4.12087028835358E-42,0.549998533337243,0.552604492974135,0.500007111060544,0.0186648514867843,0.826847104312012,0.363486536848279,0,0,0.11276070012485,0.604130433579795,0.181073203351361,0.000449610015486538,0,0.0550208964380206,0,0,0,0,0,0,0,0.177875042321526,0,0.305309734513274
217,0.786833153687865,0.286248858846609,0.951029086998284,0.958148554020766,0.154235755482985,0.000144851626861406,0,0,0.623014045148206,0.5,0,0,1,0,0,0,0,0,0,0.911237447838094,0.133950343053136,0.0328986444220323,0.0714285714285714,0.135383592188061,0.0318709569043774,0.0681818181818182,0.167157047843788,0.0349774797240447,0.152173913043478,0.15140166820834,0.0354007401149477,0.0930232558139535,0.135715903819808,0.0202413987402966,0,0.144005727923428,0.0328059020212664,0.0909090909090909,0,0.564647476225937,0,0.0338586200504884,0.031576320254884,0.0363768410667126,0.0357879970379692,0.0210209576476615,0.0331138867210596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351147045290212,0.873553781740895,0,0.17998,0.174764,0.172781,0.201347,0.209846,0.199167,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00205902088649816,0,0.933723059804365,0,1,0.0032472122740323,0,0.754946845658415,0.903075452873508,0.00324869471712441,0,0,0,0,0,0,0.174863326823755,2.21288370038365E-42,0.549998533337243,0.556050299829947,0.500007111060544,0.0166168263209894,0.838586758566585,0.364065597137364,0,0,0.102525272259404,0.609124743870883,0.180958045636083,0.000424449824701948,0,0.0696675740960853,0,0,0,0,0,0,0,0.179065442572756,0,0.305309734513274
218,0.786543854491837,0.306641027135171,0.951061925833491,0.958234019398742,0.154512188836778,0.00013774347908552,0,0,0.62303799952231,0.5,0,0,1,0,0,0,0,0,0,0.910989014945579,0.134043346551365,0.0331003797035252,0.0714285714285714,0.135404382707059,0.0317147977445013,0.0681818181818182,0.168054906841133,0.0341632008223396,0.152173913043478,0.150751282588141,0.0349937568368731,0.0930232558139535,0.137116167303942,0.0212682329032079,0,0.144341854061338,0.0326518095643914,0.0909090909090909,0,0.556176120654974,0,0.0336184982020631,0.0315684698130373,0.0364856549448149,0.0358097196664714,0.0205239110439262,0.0331490465210604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346479984224018,0.858398453105773,0,0.180602,0.176297,0.172081,0.201998,0.209773,0.199262,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00203217353200283,0,0.943893659068276,0,1,0.00322064608090038,0,0.752437857272186,0.90206372484203,0.00322211639578337,0,0,0,0,0,0,0.174863326823755,3.47505243425308E-42,0.549998533337243,0.553096751096392,0.500007111060544,0.0206266335792858,0.832553491543153,0.363902272440442,0,0,0.109046473419705,0.605174407560212,0.181162965068593,0.000449964506147077,0,0.058797592116866,0,0,0,0,0,0,0,0.179713145924621,0,0.305309734513274
219,0.786394538777758,0.297901248955966,0.95120970059192,0.95825491093558,0.154451279792722,0.000151954958819016,0,0,0.622849358826243,0.5,0,0,1,0,0,0,0,0,0,0.909674840948942,0.134286669657198,0.0325671079927007,0.0714285714285714,0.135166933095344,0.0322676763455504,0.0681818181818182,0.168322908887959,0.0341417225580587,0.152173913043478,0.150197326381662,0.0356333019881331,0.0930232558139535,0.138094361839605,0.020691408585275,0,0.144451460410656,0.0325515221182848,0.0909090909090909,0,0.564474573949961,0,0.0328382657654224,0.0324661507720363,0.0362354816480299,0.035370588376442,0.0209449078640339,0.032678743875179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349437980674423,0.85834252201288,0,0.180407,0.177035,0.171607,0.202465,0.209648,0.199478,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00205843267406444,0,0.939148068827087,0,1,0.00328872686803806,0,0.753084503763482,0.901654025074828,0.00329022826370176,0,0,0,0,0,0,0.174863326823755,3.34770396829516E-42,0.549998533337243,0.554439273248008,0.500007111060544,0.0164426880082476,0.838586758566585,0.349306983615563,0,0,0.109072336435035,0.6052074207821,0.181170846585228,0.000505230464736461,0,0.0693608373912049,0,0,0,0,0,0,0,0.177927054863418,0,0.305309734513274
220,0.786394538777758,0.309553639065322,0.95130821709754,0.958437237075261,0.154348202948935,0.000162217467565908,0,0,0.622946174421579,0.5,0,0,1,0,0,0,0,0,0,0.908697311524046,0.13445321080519,0.0325127577583841,0.0714285714285714,0.134857810904977,0.0326661043114485,0.0681818181818182,0.168795301600848,0.0345262782457337,0.152173913043478,0.149689533192389,0.0349209160797177,0.0930232558139535,0.139611924882619,0.0212415214702543,0,0.14505064178693,0.0319641242196602,0.0909090909090909,0,0.558966095746775,0,0.0333721606654633,0.0326187224027103,0.0362976140436835,0.0351857789370309,0.0206403197280724,0.0328106737669248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362486031683424,0.868426099045975,0,0.180981,0.178484,0.171112,0.202918,0.2093655,0.199632,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00205451364894707,0,0.935757179657147,0,1,0.00321445691843332,0,0.747458679289206,0.901921982746531,0.00320508842880377,0,0,0,0,0,0,0.174863326823755,2.6229657598315E-42,0.549998533337243,0.554439273248008,0.500007111060544,0.0165404962446263,0.850219009460835,0.349099115819482,0,0,0.105746241024696,0.607221965042871,0.181041677284821,0.000483269336010391,0,0.0707219815191138,0,0,0,0,0,0,0,0.179011467293434,0,0.305309734513274
221,0.786254555295808,0.309553639065322,0.9516119763232,0.958490415532668,0.154015545862167,0.000160242982072607,0,0,0.62266371242694,0.5,0,0,1,0,0,0,0,0,0,0.907323729661807,0.134726814119748,0.0322480401465359,0.0714285714285714,0.134627473839235,0.0321251853834753,0.0681818181818182,0.169170713028309,0.034938313477415,0.152173913043478,0.149010423917039,0.0349484997678015,0.0930232558139535,0.141901360915766,0.0205018352115944,0,0.145447312384463,0.0316963726571977,0.0909090909090909,0,0.556137602821217,0,0.0331343288074182,0.0323483941443349,0.0358945753290206,0.0352793533367328,0.0209130097450698,0.0324697204770095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365115361861566,0.890716637103089,0,0.181361,0.18067,0.17045,0.203278,0.209155,0.199885,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00203903122818137,0,0.956607166678904,0,1,0.00319022477385889,0,0.74576446548201,0.901751191034287,0.0031916812005656,0,0,0,0,0,0,0.174863326823755,2.23292073662373E-42,0.549998533337243,0.55450639935559,0.500007111060544,0.018726312067752,0.850106936389192,0.349448036762904,0,0,0.103527417587223,0.608476467474599,0.181026352113586,0.000474761560157458,0,0.0619224722978409,0,0,0,0,0,0,0,0.178182210729304,0,0.305309734513274
222,0.786277885876133,0.303726958413457,0.951365685059151,0.958585377063752,0.153889042462974,0.000172479976312801,0,0,0.622228541297391,0.5,0,0,1,0,0,0,0,0,0,0.909469613776864,0.134407790492101,0.0334578124209724,0.0714285714285714,0.134535557860507,0.0317188982038416,0.0681818181818182,0.169881909121444,0.0349856920015639,0.152173913043478,0.148257453814158,0.0353637416351227,0.0930232558139535,0.143417876641291,0.0212066410068343,0,0.145781350782386,0.0316518004589281,0.0909090909090909,0,0.564261441936506,0,0.0329995465164764,0.0313616277365531,0.0365934825944148,0.0353174514851828,0.0211306560567818,0.0327800299045389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370801288371783,0.900025168991802,0,0.181681,0.182118,0.169716,0.20396,0.209071,0.19959,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00204961426977349,0,0.941605144968526,0,1,0.00321574195640317,0,0.745091953131062,0.900310730728084,0.00321721003241637,0,0,0,0,0,0,0.174863326823755,2.77054112655483E-42,0.549998533337243,0.554081267340912,0.500007111060544,0.0185865388110351,0.838479355206262,0.349752414607167,0,0,0.10702711151053,0.606277860669449,0.181100788659583,0.000415241713641608,0,0.0412944288945987,0,0,0,0,0,0,0,0.177629700142789,0,0.305309734513274
223,0.786497193331187,0.306641027135171,0.951414943311961,0.958596772447482,0.1536828887754,0.00013103504422657,0,0,0.622519986182318,0.5,0,0,1,0,0,0,0,0,0,0.908915140364584,0.134879296599403,0.0323756033435497,0.0714285714285714,0.134528992433455,0.0316580747236273,0.0681818181818182,0.170379329262831,0.0342740665688479,0.152173913043478,0.148198980659029,0.03458313977953,0.0930232558139535,0.144568878562804,0.0205050120567758,0,0.14590452744162,0.0317632309546021,0.0909090909090909,0,0.557841802977,0,0.0336103196649914,0.0320196995574467,0.0362032648502836,0.0348522530409508,0.0209097032327382,0.0321058649320477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373299152041014,0.901215702254822,0,0.181799,0.183217,0.169659,0.204437,0.209065,0.200026,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00205412150732458,0,0.945758182756414,0,1,0.00321214909514051,0,0.743152013657174,0.900443958280743,0.00322728513152294,0,0,0,0,0,0,0.174863326823755,2.79146419724646E-42,0.549998533337243,0.556139801306721,0.500007111060544,0.0186909557120341,0.844293145797727,0.349678176108566,0,0,0.107252622119018,0.606127917935401,0.181012340528457,0.000525782276934045,0,0.0455312296307664,0,0,0,0,0,0,0,0.176959425310481,0,0.305309734513274
224,0.786478528866927,0.294989122623002,0.951488830691175,0.958744912435972,0.153921839640543,0.000136168706509155,0,0,0.623538047081723,0.5,0,0,1,0,0,0,0,0,0,0.908522688403945,0.134918228296336,0.0329136706632845,0.0714285714285714,0.134093485772337,0.0328044948141832,0.0681818181818182,0.170792281833038,0.0349856920015639,0.152173913043478,0.147426519504439,0.0350195236353226,0.0930232558139535,0.146308472913699,0.0204892899148067,0,0.146075722120555,0.0324598307389873,0.0909090909090909,0,0.556159001617749,0,0.0335687726966671,0.0324559110652797,0.0366421365338684,0.0355721075300857,0.0205096476573976,0.032647454878848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384901071452045,0.897038848139093,0,0.181963,0.184878,0.168906,0.204833,0.208667,0.200062,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00204314632410998,0,0.931858536116227,0,1,0.00317758419627785,0,0.741677659657019,0.901293409142816,0.00317024537772688,0,0,0,0,0,0,0.174863326823755,3.08324799977723E-42,0.549998533337243,0.554305021032848,0.500007111060544,0.0185597737193234,0.832665564614795,0.349678176108566,0,0,0.105739356624932,0.606902345414205,0.181004459011822,0.000508066390020772,0,0.0651623787431479,0,0,0,0,0,0,0,0.179590474835253,0,0.305309734513274
225,0.786469196634797,0.297901248955966,0.951718702537621,0.958820881660839,0.154118622705955,0.000144456729762746,0,0,0.622559910139158,0.5,0,0,1,0,0,0,0,0,0,0.907647772565088,0.135335662602342,0.0321076886590947,0.0714285714285714,0.133778345273839,0.0324737244273999,0.0681818181818182,0.170714071118984,0.0361992139334301,0.152173913043478,0.1510251831569,0.0295797560703439,0.0930232558139535,0.147550591456843,0.0215479897798945,0,0.146409760518478,0.0320112434006881,0.0909090909090909,0,0.547966686353559,0,0.0336499037844185,0.0329228416933826,0.0364314123771809,0.0304184974665065,0.0209445836961582,0.0330235679687642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400019719976338,0.88158988126628,0,0.182283,0.186064,0.172414,0.204758,0.208379,0.200448,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00200708842370122,0,0.940334207856646,0,1,0.00337770919113442,0,0.740668891130597,0.899995191787573,0.00337925120971374,0,0,0,0,0,0,0.174863326823755,2.82960165156822E-42,0.549998533337243,0.556050299829947,0.500007111060544,0.0187593553908529,0.844293145797727,0.349329255165144,0,0,0.104861502622584,0.607307725647216,0.181043866594997,0.000476179522799613,0,0.0633027874698051,0,0,0,0,0,0,0,0.176388268718381,0,0.305309734513274
226,0.786529856143642,0.303727929607832,0.951357475350349,0.958841773197678,0.12421696738555,0.000133799323917193,0,0,0.621860242795547,0.5,0,0,1,0,0,0,0,0,0,0.907122102966433,0.134754931456422,0.0333561455120742,0.0714285714285714,0.133073656103588,0.0326086978806844,0.0681818181818182,0.171291787593466,0.0353498749238548,0.152173913043478,0.153680069568693,0.0290614470092246,0.0930232558139535,0.148818892937236,0.0217024233558546,0,0.14646404175814,0.032251933271344,0.0909090909090909,0,0.547495912829862,0,0.0344733188967978,0.0322483863416784,0.0371684538113359,0.0293948603726253,0.02120576575357,0.033046147656838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385131137842631,0.854413362737108,0,0.182268,0.187431,0.174949,0.205134,0.207707,0.199955,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00206548644105422,0,0.941689943050849,0,1,0.00340815672344061,0,0.738651354077752,0.901456688023144,0.00340971264216876,0,0,0,0,0,0,0.174863326823755,3.15667494054076E-42,0.549998533337243,0.555513290969301,0.500007111060544,0.0186754253501766,0.838479355206262,0.349700447658147,0,0,0.105396811220455,0.606884824430522,0.181155959276028,0.000470516318344662,0,0.0417928760400272,0,0,0,0,0,0,0,0.175965298802239,0,0.305309734513274
227,0.786371208197433,0.306641027135171,0.951579137487993,0.95896902164933,0.123814030632564,0.000167741211128877,0,0,0.622730585054646,0.5,0,0,1,0,0,0,0,0,0,0.906236385697466,0.134823061926055,0.0330473082982513,0.0714285714285714,0.132819792924242,0.0322246215224773,0.0681818181818182,0.171687012401821,0.0351221421511126,0.152173913043478,0.156247759170206,0.028966968748243,0.0930232558139535,0.150433856506821,0.0211008001954343,0,0.146499533337919,0.0324455039609721,0.0909090909090909,0,0.547542134230371,0,0.0337365962773785,0.0326153091671248,0.0371063214156824,0.0289620787740043,0.0204096418677593,0.0328545428751826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372083086833626,0.830167233967752,0,0.182369,0.188817,0.177505,0.205691,0.207503,0.199974,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00206195955755933,0,0.941520346886204,0,1,0.00333283776324822,0,0.733478182147384,0.901282390322671,0.00333435929676753,0,0,0,0,0,0,0.174863326823755,3.29911130744509E-42,0.549998533337243,0.554305021032848,0.500007111060544,0.0164896095270509,0.84440054915805,0.349819229255908,0,0,0.105531150048284,0.607021303671845,0.180956294187942,0.000399652770691567,0,0.060714696522373,0,0,0,0,0,0,0,0.174208648802485,0,0.305309734513274
228,0.786268553644003,0.315380562515782,0.95156271807039,0.959023149722048,0.124132631786087,0.000136956092797337,0,0,0.623097386408108,0.5,0,0,1,0,0,0,0,0,0,0.906191379738677,0.13468517883275,0.0332589545048256,0.0714285714285714,0.132335592679155,0.0324144386194382,0.0681818181818182,0.171563960878375,0.0357311141148393,0.152173913043478,0.158078379263655,0.0294981612085871,0.0930232558139535,0.15171315482086,0.0206763185706634,0,0.146515191387822,0.0327094350492972,0.0909090909090909,0,0.547587927654949,0,0.0338496236597095,0.0328369988184061,0.037664362376645,0.0294346294924986,0.0210700690808226,0.0330846944100498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354088608427002,0.824928687856561,0,0.182364,0.1899265,0.1791805,0.2055845,0.207113,0.1999285,0,0,0.5,0,0,0.25,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.00205569007381452,0,0.932197728445517,0,1,0.003372569039255,0,0.736245829130131,0.899838924883701,0.00339772222474245,0,0,0,0,0,0,0.174863326823755,2.39185000196193E-42,0.549998533337243,0.557482323458338,0.500007111060544,0.0247976922543147,0.843966266005436,0.349306983615563,0,0,0.104233998887332,0.608706453439369,0.181026352113586,0.00046024041224587,0,0.0448506575668102,0,0,0,0,0,0,0,0.175462347335829,0,0.305309734513274
229,0.786170565206639,0.315380319717188,0.951529879235184,0.959139952405281,0.123856198432295,0.000142482244269444,0,0,0.622596839799234,0.5,0,0,1,0,0,0,0,0,0,0.904670178331611,0.131969152253648,0.0402905959963571,0.0714285714285714,0.12746568716331,0.0454523616493059,0.0681818181818182,0.166568903274099,0.0497115690206865,0.152173913043478,0.157193588100528,0.0380355604281966,0.0930232558139535,0.149765667948199,0.0292721646705381,0,0.143520328376447,0.0415098972247885,0.0909090909090909,0,0.538866206164565,0,0.050691030768507,0.0556751287830853,0.062363962105945,0.0475934101432109,0.0372424802291633,0.0499544632204945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360185367777557,0.828485306102881,0,0.179515,0.188179,0.178427,0.200783,0.20261,0.197335,0,0,0.5,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.0880741786952981,1,0.640223866937331,0,1,0.00354174822177626,0,0.734073096919376,0.898205134369503,0.00354336512875439,0,0,0,0,0,0,0.174863326823755,1.868608685416E-42,0.549998533337243,0.557124317551239,0.500007111060544,0.0186668340861704,0.826847104312012,0.349796957706327,0,0,0.103602959919769,0.608928324422223,0.181085025626314,0.000537125978071291,0,0.0350254974885935,0,0,0,0,0,0,0,0.174459879193511,0,0.305309734513274
